timestamp,node_id,subsystem,sensor,parameter,value_raw,value_hrf
2020/05/01 17:25:39,001e0610ee36,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:25:39,001e0610ee36,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:25:39,001e0610ee36,metsense,pr103j2,temperature,817,21.15
2020/05/01 17:25:39,001e0610ee36,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:25:39,001e0610ee36,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:25:41,001e061184a3,lightsense,hih6130,temperature,17401,3.81
2020/05/01 17:25:41,001e061184a3,lightsense,tmp421,temperature,10000,39.06
2020/05/01 17:25:41,001e061184a3,metsense,bmp180,temperature,30411,60.9
2020/05/01 17:25:41,001e061184a3,metsense,htu21d,temperature,25056,20.33
2020/05/01 17:25:41,001e061184a3,metsense,pr103j2,temperature,822,21.85
2020/05/01 17:25:41,001e061184a3,metsense,tmp112,temperature,2633,20.56
2020/05/01 17:25:41,001e061184a3,metsense,tsys01,temperature,9683630,20.85
2020/05/01 17:25:44,001e0610f05c,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:25:44,001e0610f05c,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:25:44,001e0610f05c,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:25:44,001e0610f05c,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:25:44,001e0610f05c,metsense,pr103j2,temperature,781,16.6
2020/05/01 17:25:44,001e0610f05c,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:25:44,001e0610f05c,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:25:45,001e0610ba46,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:25:45,001e0610ba46,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:25:45,001e0610ba46,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:25:45,001e0610ba46,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:25:45,001e0610ba46,metsense,pr103j2,temperature,748,12.95
2020/05/01 17:25:45,001e0610ba46,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:25:45,001e0610ba46,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:25:45,001e061183f5,lightsense,hih6130,temperature,34752,47.5
2020/05/01 17:25:45,001e061183f5,lightsense,tmp421,temperature,11232,43.88
2020/05/01 17:25:45,001e061183f5,metsense,bmp180,temperature,26145,36.4
2020/05/01 17:25:45,001e061183f5,metsense,htu21d,temperature,24104,17.78
2020/05/01 17:25:45,001e061183f5,metsense,pr103j2,temperature,793,18.05
2020/05/01 17:25:45,001e061183f5,metsense,tmp112,temperature,2297,17.94
2020/05/01 17:25:45,001e061183f5,metsense,tsys01,temperature,9607302,18.26
2020/05/01 17:25:50,001e06113107,chemsense,at0,temperature,2153.0,21.53
2020/05/01 17:25:50,001e06113107,chemsense,at1,temperature,2198.0,21.98
2020/05/01 17:25:50,001e06113107,chemsense,at2,temperature,2271.0,22.71
2020/05/01 17:25:50,001e06113107,chemsense,at3,temperature,2336.0,23.36
2020/05/01 17:25:50,001e06113107,chemsense,co,concentration,2386.0,-2.31504
2020/05/01 17:25:50,001e06113107,chemsense,h2s,concentration,2546.0,-0.04943
2020/05/01 17:25:50,001e06113107,chemsense,lps25h,temperature,-5387.0,-53.87
2020/05/01 17:25:50,001e06113107,chemsense,no2,concentration,1497.0,-0.00522
2020/05/01 17:25:50,001e06113107,chemsense,o3,concentration,1487.0,0.0
2020/05/01 17:25:50,001e06113107,chemsense,oxidizing_gases,concentration,22715.0,1.19142
2020/05/01 17:25:50,001e06113107,chemsense,reducing_gases,concentration,5608.0,0.00585
2020/05/01 17:25:50,001e06113107,chemsense,so2,concentration,1200.0,0.14379
2020/05/01 17:25:50,001e06113107,lightsense,hih6130,temperature,32616,42.12
2020/05/01 17:25:50,001e06113107,lightsense,tmp421,temperature,10160,39.69
2020/05/01 17:25:50,001e06113107,metsense,bmp180,temperature,25122,30.1
2020/05/01 17:25:50,001e06113107,metsense,htu21d,temperature,25500,21.52
2020/05/01 17:25:50,001e06113107,metsense,pr103j2,temperature,819,21.4
2020/05/01 17:25:50,001e06113107,metsense,tmp112,temperature,2809,21.94
2020/05/01 17:25:50,001e06113107,metsense,tsys01,temperature,9726554,22.3
2020/05/01 17:25:58,001e061183f3,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:25:58,001e061183f3,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:25:58,001e061183f3,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:25:58,001e061183f3,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:25:58,001e061183f3,metsense,pr103j2,temperature,774,15.8
2020/05/01 17:25:58,001e061183f3,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:25:58,001e061183f3,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:00,001e0611462f,lightsense,hih6130,temperature,28124,30.81
2020/05/01 17:26:00,001e0611462f,lightsense,tmp421,temperature,7616,29.75
2020/05/01 17:26:00,001e0611462f,metsense,bmp180,temperature,26750,40.0
2020/05/01 17:26:00,001e0611462f,metsense,htu21d,temperature,15556,-5.14
2020/05/01 17:26:00,001e0611462f,metsense,pr103j2,temperature,728,10.9
2020/05/01 17:26:00,001e0611462f,metsense,tmp112,temperature,1945,15.19
2020/05/01 17:26:00,001e0611462f,metsense,tsys01,temperature,9509062,14.9
2020/05/01 17:26:00,001e0611804d,chemsense,at0,temperature,1538.0,15.38
2020/05/01 17:26:00,001e0611804d,chemsense,at1,temperature,1579.0,15.79
2020/05/01 17:26:00,001e0611804d,chemsense,at2,temperature,1635.0,16.35
2020/05/01 17:26:00,001e0611804d,chemsense,at3,temperature,1684.0,16.84
2020/05/01 17:26:00,001e0611804d,chemsense,co,concentration,3498.0,-0.35275
2020/05/01 17:26:00,001e0611804d,chemsense,h2s,concentration,658.0,0.0562
2020/05/01 17:26:00,001e0611804d,chemsense,lps25h,temperature,1645.0,16.45
2020/05/01 17:26:00,001e0611804d,chemsense,no2,concentration,395.0,0.0
2020/05/01 17:26:00,001e0611804d,chemsense,o3,concentration,2014.0,0.00641
2020/05/01 17:26:00,001e0611804d,chemsense,oxidizing_gases,concentration,8285.0,0.48539
2020/05/01 17:26:00,001e0611804d,chemsense,reducing_gases,concentration,4979.0,-0.02625
2020/05/01 17:26:00,001e0611804d,chemsense,so2,concentration,-841.0,-0.72932
2020/05/01 17:26:00,001e0611804d,lightsense,hih6130,temperature,25437,24.05
2020/05/01 17:26:00,001e0611804d,lightsense,tmp421,temperature,5728,22.38
2020/05/01 17:26:00,001e0611804d,metsense,bmp180,temperature,27355,43.6
2020/05/01 17:26:00,001e0611804d,metsense,htu21d,temperature,23136,15.18
2020/05/01 17:26:00,001e0611804d,metsense,pr103j2,temperature,773,15.7
2020/05/01 17:26:00,001e0611804d,metsense,tmp112,temperature,1961,15.31
2020/05/01 17:26:00,001e0611804d,metsense,tsys01,temperature,9525474,15.46
2020/05/01 17:26:05,001e0610ee36,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:05,001e0610ee36,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:05,001e0610ee36,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:05,001e0610ee36,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:05,001e0610ee36,metsense,pr103j2,temperature,816,21.0
2020/05/01 17:26:05,001e0610ee36,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:05,001e0610ee36,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:07,001e061184a3,lightsense,hih6130,temperature,17401,3.81
2020/05/01 17:26:07,001e061184a3,lightsense,tmp421,temperature,10000,39.06
2020/05/01 17:26:07,001e061184a3,metsense,bmp180,temperature,30432,61.0
2020/05/01 17:26:07,001e061184a3,metsense,htu21d,temperature,25024,20.25
2020/05/01 17:26:07,001e061184a3,metsense,pr103j2,temperature,821,21.7
2020/05/01 17:26:07,001e061184a3,metsense,tmp112,temperature,2625,20.5
2020/05/01 17:26:07,001e061184a3,metsense,tsys01,temperature,9680074,20.73
2020/05/01 17:26:09,001e0610f05c,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:09,001e0610f05c,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:09,001e0610f05c,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:09,001e0610f05c,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:09,001e0610f05c,metsense,pr103j2,temperature,781,16.6
2020/05/01 17:26:09,001e0610f05c,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:09,001e0610f05c,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:10,001e0610ba46,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:10,001e0610ba46,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:10,001e0610ba46,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:10,001e0610ba46,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:10,001e0610ba46,metsense,pr103j2,temperature,748,12.95
2020/05/01 17:26:10,001e0610ba46,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:10,001e0610ba46,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:10,001e061183f5,lightsense,hih6130,temperature,34528,46.94
2020/05/01 17:26:10,001e061183f5,lightsense,tmp421,temperature,11152,43.56
2020/05/01 17:26:10,001e061183f5,metsense,bmp180,temperature,26084,36.0
2020/05/01 17:26:10,001e061183f5,metsense,htu21d,temperature,24036,17.6
2020/05/01 17:26:10,001e061183f5,metsense,pr103j2,temperature,796,18.4
2020/05/01 17:26:10,001e061183f5,metsense,tmp112,temperature,2281,17.81
2020/05/01 17:26:10,001e061183f5,metsense,tsys01,temperature,9605122,18.19
2020/05/01 17:26:15,001e06113107,chemsense,at0,temperature,2153.0,21.53
2020/05/01 17:26:15,001e06113107,chemsense,at1,temperature,2198.0,21.98
2020/05/01 17:26:15,001e06113107,chemsense,at2,temperature,2271.0,22.71
2020/05/01 17:26:15,001e06113107,chemsense,at3,temperature,2336.0,23.36
2020/05/01 17:26:15,001e06113107,chemsense,co,concentration,3071.0,-2.08971
2020/05/01 17:26:15,001e06113107,chemsense,h2s,concentration,54.0,-0.04937
2020/05/01 17:26:15,001e06113107,chemsense,lps25h,temperature,-5387.0,-53.87
2020/05/01 17:26:15,001e06113107,chemsense,no2,concentration,3227.0,-0.02138
2020/05/01 17:26:15,001e06113107,chemsense,o3,concentration,1825.0,0.0
2020/05/01 17:26:15,001e06113107,chemsense,oxidizing_gases,concentration,21297.0,0.89126
2020/05/01 17:26:15,001e06113107,chemsense,reducing_gases,concentration,7798.0,-0.04286
2020/05/01 17:26:15,001e06113107,chemsense,so2,concentration,-261.0,-0.0104
2020/05/01 17:26:15,001e06113107,lightsense,hih6130,temperature,32632,42.16
2020/05/01 17:26:15,001e06113107,lightsense,tmp421,temperature,10176,39.75
2020/05/01 17:26:15,001e06113107,metsense,bmp180,temperature,25084,29.9
2020/05/01 17:26:15,001e06113107,metsense,htu21d,temperature,25444,21.37
2020/05/01 17:26:15,001e06113107,metsense,pr103j2,temperature,820,21.55
2020/05/01 17:26:15,001e06113107,metsense,tmp112,temperature,2777,21.69
2020/05/01 17:26:15,001e06113107,metsense,tsys01,temperature,9719136,22.05
2020/05/01 17:26:24,001e061183f3,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:24,001e061183f3,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:24,001e061183f3,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:24,001e061183f3,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:24,001e061183f3,metsense,pr103j2,temperature,778,16.25
2020/05/01 17:26:24,001e061183f3,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:24,001e061183f3,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:25,001e0611804d,chemsense,at0,temperature,1538.0,15.38
2020/05/01 17:26:25,001e0611804d,chemsense,at1,temperature,1579.0,15.79
2020/05/01 17:26:25,001e0611804d,chemsense,at2,temperature,1635.0,16.35
2020/05/01 17:26:25,001e0611804d,chemsense,at3,temperature,1684.0,16.84
2020/05/01 17:26:25,001e0611804d,chemsense,co,concentration,2618.0,-0.7179
2020/05/01 17:26:25,001e0611804d,chemsense,h2s,concentration,324.0,0.04389
2020/05/01 17:26:25,001e0611804d,chemsense,lps25h,temperature,1643.0,16.43
2020/05/01 17:26:25,001e0611804d,chemsense,no2,concentration,116.0,0.0
2020/05/01 17:26:25,001e0611804d,chemsense,o3,concentration,2948.0,0.02385
2020/05/01 17:26:25,001e0611804d,chemsense,oxidizing_gases,concentration,9188.0,0.88773
2020/05/01 17:26:25,001e0611804d,chemsense,reducing_gases,concentration,5639.0,0.00779
2020/05/01 17:26:25,001e0611804d,chemsense,so2,concentration,30.0,-0.50501
2020/05/01 17:26:25,001e0611804d,lightsense,hih6130,temperature,25437,24.05
2020/05/01 17:26:25,001e0611804d,lightsense,tmp421,temperature,5728,22.38
2020/05/01 17:26:25,001e0611804d,metsense,bmp180,temperature,27349,43.5
2020/05/01 17:26:25,001e0611804d,metsense,htu21d,temperature,23116,15.13
2020/05/01 17:26:25,001e0611804d,metsense,pr103j2,temperature,770,15.35
2020/05/01 17:26:25,001e0611804d,metsense,tmp112,temperature,1953,15.25
2020/05/01 17:26:25,001e0611804d,metsense,tsys01,temperature,9523464,15.4
2020/05/01 17:26:26,001e0611462f,lightsense,hih6130,temperature,28132,30.83
2020/05/01 17:26:26,001e0611462f,lightsense,tmp421,temperature,7632,29.81
2020/05/01 17:26:26,001e0611462f,metsense,bmp180,temperature,26748,40.0
2020/05/01 17:26:26,001e0611462f,metsense,htu21d,temperature,15548,-5.16
2020/05/01 17:26:26,001e0611462f,metsense,pr103j2,temperature,725,10.6
2020/05/01 17:26:26,001e0611462f,metsense,tmp112,temperature,1921,15.0
2020/05/01 17:26:26,001e0611462f,metsense,tsys01,temperature,9508564,14.88
2020/05/01 17:26:30,001e0610ee36,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:30,001e0610ee36,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:30,001e0610ee36,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:30,001e0610ee36,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:30,001e0610ee36,metsense,pr103j2,temperature,818,21.3
2020/05/01 17:26:30,001e0610ee36,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:30,001e0610ee36,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:32,001e061184a3,lightsense,hih6130,temperature,17401,3.81
2020/05/01 17:26:32,001e061184a3,lightsense,tmp421,temperature,10000,39.06
2020/05/01 17:26:32,001e061184a3,metsense,bmp180,temperature,30423,61.0
2020/05/01 17:26:32,001e061184a3,metsense,htu21d,temperature,25044,20.3
2020/05/01 17:26:32,001e061184a3,metsense,pr103j2,temperature,823,21.95
2020/05/01 17:26:32,001e061184a3,metsense,tmp112,temperature,2649,20.69
2020/05/01 17:26:32,001e061184a3,metsense,tsys01,temperature,9685884,20.93
2020/05/01 17:26:34,001e0610f05c,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:34,001e0610f05c,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:34,001e0610f05c,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:34,001e0610f05c,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:34,001e0610f05c,metsense,pr103j2,temperature,783,16.85
2020/05/01 17:26:34,001e0610f05c,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:34,001e0610f05c,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:35,001e061183f5,lightsense,hih6130,temperature,34324,46.42
2020/05/01 17:26:35,001e061183f5,lightsense,tmp421,temperature,11056,43.19
2020/05/01 17:26:35,001e061183f5,metsense,bmp180,temperature,26086,36.0
2020/05/01 17:26:35,001e061183f5,metsense,htu21d,temperature,24008,17.52
2020/05/01 17:26:35,001e061183f5,metsense,pr103j2,temperature,793,18.05
2020/05/01 17:26:35,001e061183f5,metsense,tmp112,temperature,2257,17.62
2020/05/01 17:26:35,001e061183f5,metsense,tsys01,temperature,9597716,17.94
2020/05/01 17:26:36,001e0610ba46,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:36,001e0610ba46,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:36,001e0610ba46,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:36,001e0610ba46,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:36,001e0610ba46,metsense,pr103j2,temperature,749,13.05
2020/05/01 17:26:36,001e0610ba46,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:36,001e0610ba46,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:40,001e06113107,chemsense,at0,temperature,2127.0,21.27
2020/05/01 17:26:40,001e06113107,chemsense,at1,temperature,2175.0,21.75
2020/05/01 17:26:40,001e06113107,chemsense,at2,temperature,2249.0,22.49
2020/05/01 17:26:40,001e06113107,chemsense,at3,temperature,2315.0,23.15
2020/05/01 17:26:40,001e06113107,chemsense,co,concentration,4066.0,-1.70165
2020/05/01 17:26:40,001e06113107,chemsense,h2s,concentration,440.0,-0.03924
2020/05/01 17:26:40,001e06113107,chemsense,lps25h,temperature,-5387.0,-53.87
2020/05/01 17:26:40,001e06113107,chemsense,no2,concentration,2077.0,-0.00363
2020/05/01 17:26:40,001e06113107,chemsense,o3,concentration,2055.0,0.0
2020/05/01 17:26:40,001e06113107,chemsense,oxidizing_gases,concentration,21566.0,0.61639
2020/05/01 17:26:40,001e06113107,chemsense,reducing_gases,concentration,7471.0,-0.02442
2020/05/01 17:26:40,001e06113107,chemsense,so2,concentration,185.0,-0.01353
2020/05/01 17:26:40,001e06113107,lightsense,hih6130,temperature,32644,42.19
2020/05/01 17:26:40,001e06113107,lightsense,tmp421,temperature,10176,39.75
2020/05/01 17:26:40,001e06113107,metsense,bmp180,temperature,25060,29.8
2020/05/01 17:26:40,001e06113107,metsense,htu21d,temperature,25400,21.25
2020/05/01 17:26:40,001e06113107,metsense,pr103j2,temperature,819,21.4
2020/05/01 17:26:40,001e06113107,metsense,tmp112,temperature,2753,21.5
2020/05/01 17:26:40,001e06113107,metsense,tsys01,temperature,9715038,21.91
2020/05/01 17:26:49,001e061183f3,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:49,001e061183f3,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:49,001e061183f3,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:49,001e061183f3,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:49,001e061183f3,metsense,pr103j2,temperature,778,16.25
2020/05/01 17:26:49,001e061183f3,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:49,001e061183f3,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:50,001e0611804d,chemsense,at0,temperature,1538.0,15.38
2020/05/01 17:26:50,001e0611804d,chemsense,at1,temperature,1579.0,15.79
2020/05/01 17:26:50,001e0611804d,chemsense,at2,temperature,1635.0,16.35
2020/05/01 17:26:50,001e0611804d,chemsense,at3,temperature,1684.0,16.84
2020/05/01 17:26:50,001e0611804d,chemsense,co,concentration,3235.0,-0.46188
2020/05/01 17:26:50,001e0611804d,chemsense,h2s,concentration,488.0,0.03636
2020/05/01 17:26:50,001e0611804d,chemsense,lps25h,temperature,1636.0,16.36
2020/05/01 17:26:50,001e0611804d,chemsense,no2,concentration,198.0,0.0
2020/05/01 17:26:50,001e0611804d,chemsense,o3,concentration,2690.0,0.01905
2020/05/01 17:26:50,001e0611804d,chemsense,oxidizing_gases,concentration,8610.0,0.54799
2020/05/01 17:26:50,001e0611804d,chemsense,reducing_gases,concentration,8081.0,0.10454
2020/05/01 17:26:50,001e0611804d,chemsense,so2,concentration,471.0,-0.40135
2020/05/01 17:26:50,001e0611804d,lightsense,hih6130,temperature,25437,24.05
2020/05/01 17:26:50,001e0611804d,lightsense,tmp421,temperature,5728,22.38
2020/05/01 17:26:50,001e0611804d,metsense,bmp180,temperature,27326,43.4
2020/05/01 17:26:50,001e0611804d,metsense,htu21d,temperature,23080,15.03
2020/05/01 17:26:50,001e0611804d,metsense,pr103j2,temperature,770,15.35
2020/05/01 17:26:50,001e0611804d,metsense,tmp112,temperature,1937,15.12
2020/05/01 17:26:50,001e0611804d,metsense,tsys01,temperature,9519572,15.26
2020/05/01 17:26:51,001e0611462f,lightsense,hih6130,temperature,28136,30.84
2020/05/01 17:26:51,001e0611462f,lightsense,tmp421,temperature,7616,29.75
2020/05/01 17:26:51,001e0611462f,metsense,bmp180,temperature,26769,40.1
2020/05/01 17:26:51,001e0611462f,metsense,htu21d,temperature,15548,-5.16
2020/05/01 17:26:51,001e0611462f,metsense,pr103j2,temperature,726,10.7
2020/05/01 17:26:51,001e0611462f,metsense,tmp112,temperature,1929,15.06
2020/05/01 17:26:51,001e0611462f,metsense,tsys01,temperature,9514006,15.07
2020/05/01 17:26:56,001e0610ee36,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:56,001e0610ee36,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:56,001e0610ee36,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:56,001e0610ee36,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:56,001e0610ee36,metsense,pr103j2,temperature,820,21.55
2020/05/01 17:26:56,001e0610ee36,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:56,001e0610ee36,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:26:58,001e061184a3,lightsense,hih6130,temperature,17401,3.81
2020/05/01 17:26:58,001e061184a3,lightsense,tmp421,temperature,9984,39.0
2020/05/01 17:26:58,001e061184a3,metsense,bmp180,temperature,30452,61.1
2020/05/01 17:26:58,001e061184a3,metsense,htu21d,temperature,25140,20.56
2020/05/01 17:26:58,001e061184a3,metsense,pr103j2,temperature,823,21.95
2020/05/01 17:26:58,001e061184a3,metsense,tmp112,temperature,2681,20.94
2020/05/01 17:26:58,001e061184a3,metsense,tsys01,temperature,9694938,21.23
2020/05/01 17:26:59,001e0610f05c,lightsense,hih6130,temperature,65535,125.01
2020/05/01 17:26:59,001e0610f05c,lightsense,tmp421,temperature,65535,-0.06
2020/05/01 17:26:59,001e0610f05c,metsense,bmp180,temperature,65535,241.0
2020/05/01 17:26:59,001e0610f05c,metsense,htu21d,temperature,65535,128.86
2020/05/01 17:26:59,001e0610f05c,metsense,pr103j2,temperature,783,16.85
2020/05/01 17:26:59,001e0610f05c,metsense,tmp112,temperature,65535,-254.0
2020/05/01 17:26:59,001e0610f05c,metsense,tsys01,temperature,16777215,214.75
2020/05/01 17:27:00,001e061183f5,lightsense,hih6130,temperature,34136,45.95
2020/05/01 17:27:00,001e061183f5,lightsense,tmp421,temperature,10912,42.62
2020/05/01 17:27:00,001e061183f5,metsense,bmp180,temperature,26067,35.9
2020/05/01 17:27:00,001e061183f5,metsense,htu21d,temperature,23964,17.4
